date,reserve0,reserve1,token0.name,token1.name,priceUSD
2021-07-17 00:00:00,134860969.135667,71140.812859577951100986,USD//C,Wrapped Ether,1895.801788484650825110746027361151
2021-07-18 00:00:00,121953388.316649,64269.804076033049042693,USD//C,Wrapped Ether,1896.790763377634437030184610902094
2021-07-19 00:00:00,119343815.511175,65568.663734995356916659,USD//C,Wrapped Ether,1820.137541469917800697807158966662
2021-07-20 00:00:00,117869446.8223,65982.146836002549643132,USD//C,Wrapped Ether,1783.888258781138696620862410293954
2021-07-21 00:00:00,133421029.285165,67043.117596114644349244,USD//C,Wrapped Ether,1990.19226283487341517195999205271
2021-07-22 00:00:00,134344573.165057,66451.61065240880955681,USD//C,Wrapped Ether,2020.748749849230850819234908667756
2021-07-23 00:00:00,137526759.496025,64815.863051521373367524,USD//C,Wrapped Ether,2120.119780313964681204003884664184
2021-07-24 00:00:00,130812202.90369,59926.614842215311556544,USD//C,Wrapped Ether,2182.245011207097313361018256408884
2021-07-25 00:00:00,131058888.038982,59848.823553716177733817,USD//C,Wrapped Ether,2190.380542474696229472586952847497
2021-07-26 00:00:00,132604219.393009,59275.069231597667901009,USD//C,Wrapped Ether,2236.394772755420685817429221019107
2021-07-27 00:00:00,136378868.324257,59413.860865697717687004,USD//C,Wrapped Ether,2294.181236513169507106479466401711
2021-07-28 00:00:00,136506578.069035,59407.765040112128102694,USD//C,Wrapped Ether,2297.797402239242629774677654415257
2021-07-29 00:00:00,138961068.413458,58401.358019840085667325,USD//C,Wrapped Ether,2378.513220461732887473349547864288
2021-07-30 00:00:00,141356009.883268,57210.484895650575174071,USD//C,Wrapped Ether,2468.470493925935386249844147842157
2021-07-31 00:00:00,143364614.99495,56399.387255146740088231,USD//C,Wrapped Ether,2538.869042401298960745487969776795
2021-08-01 00:00:00,142829400.656798,55682.0351079126577909,USD//C,Wrapped Ether,2564.632771805776819399672061020694
2021-08-02 00:00:00,144262724.556995,55237.108511184123004432,USD//C,Wrapped Ether,2611.130283232106920199844176162706
2021-08-03 00:00:00,141242422.5738,56407.269200488668314116,USD//C,Wrapped Ether,2504.635409522756404943840303636758
2021-08-04 00:00:00,147278166.524259,54085.363557177006630626,USD//C,Wrapped Ether,2725.136130027666024656723389284793
2021-08-05 00:00:00,150360039.722125,53225.39285893455060061,USD//C,Wrapped Ether,2825.047668973328551726785583118943
2021-08-06 00:00:00,150280526.977297,52061.822531287760822993,USD//C,Wrapped Ether,2885.633708650034715105667145726475
2021-08-07 00:00:00,152114170.183294,48137.271781958926412023,USD//C,Wrapped Ether,3158.48064900112965636179537565161
2021-08-08 00:00:00,148378786.483754,49254.793392410840349021,USD//C,Wrapped Ether,3012.689772090550415777648947601412
2021-08-09 00:00:00,152508411.560162,48252.073030235424503813,USD//C,Wrapped Ether,3160.704789387969448465646997396902
2021-08-10 00:00:00,152195477.848815,48469.296641350584541477,USD//C,Wrapped Ether,3141.381260634999340060057027319033
2021-08-11 00:00:00,152457360.329396,48052.216495215968862376,USD//C,Wrapped Ether,3171.932304752063190771406471406793
2021-08-12 00:00:00,149304285.494514,49086.540158208442597284,USD//C,Wrapped Ether,3041.59178473437957126810634257115
2021-08-13 00:00:00,155880384.656505,46952.859808179767637992,USD//C,Wrapped Ether,3315.939742295347125612703228411112
2021-08-14 00:00:00,154817987.765236,47309.246431013004253861,USD//C,Wrapped Ether,3268.702127207370870452979827963284
2021-08-15 00:00:00,155310267.615614,46979.877761083649312939,USD//C,Wrapped Ether,3308.45727001465333750392333464772
2021-08-16 00:00:00,151638651.013545,48118.822537894492382315,USD//C,Wrapped Ether,3151.622085020144883662071292633702
